PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect URL,Redirect URL code,Redirect chain URLs,Redirect chain URLs codes,Is redirect loop,No. of all inlinks,No. of redirect inlinks,First found at
0,http://28grams.vip/,,,false,301,0,https://28grams.vip/,200,https://28grams.vip/,200,false,1,1,
0,https://www.28grams.vip/,,text/html,false,301,0,https://28grams.vip/,200,https://28grams.vip/,200,false,0,0,
0,http://www.28grams.vip/,,text/html,false,301,0,http://28grams.vip/,301,"http://28grams.vip/
https://28grams.vip/","301
200",false,0,0,
