Link type,Is nofollow,Source URL,Source HTTP status code,Target URL,Target HTTP status code,Anchor,No. of dofollow inlinks to target,No. of nofollow inlinks to target,Is source canonical,Is source noindex,Is target canonical,Is target noindex,Is link internal
Href link,false,https://28grams.vip/,200,https://28grams.vip/baking-converter,200,"🛠️ Baking Ingredient Converter — Cups, Grams, Ounces | Free Tool Convert baking ingredients between cups, grams, and ounces based on accurate density. Includes baker's percentage quick…",1,0,true,false,true,false,true
Href link,false,https://28grams.vip/,200,https://28grams.vip/protein-per-calorie,200,📖 Protein Per Calorie: 80+ Foods Ranked | 28grams.vip Which foods give you the most protein for the fewest calories? 90 common foods ranked by protein-to-calorie ratio to…,1,0,true,false,true,false,true
Href link,false,https://28grams.vip/,200,https://28grams.vip/pizza-dough,200,"🛠️ Pizza Dough Calculator — Neapolitan, NY, & Detroit Styles | Free Tool Calculate the perfect pizza dough recipe by style, size, and quantity. Free interactive tool using baker's percentages…",1,0,true,false,true,false,true
Href link,false,https://28grams.vip/,200,https://28grams.vip/abv-calculator,200,🧮 ABV Calculator — Calculate Alcohol By Volume | Free Tool Calculate Alcohol By Volume (ABV) from Original Gravity (OG) and Final Gravity (FG) readings. Supports standard and…,1,0,true,false,true,false,true
