PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,H1,H1 length,No. of H1,Is indexable page
21,https://28grams.vip/nutrition-label,FDA Nutrition Label Creator | Free Interactive Tool,text/html; charset=utf-8,false,200,0,0,"Nutrition Label 🏷️
Nutrition Facts","18
15",2,true
