PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect URL,Redirect URL code,Redirect chain URLs,Redirect chain URLs codes,Is redirect loop,No. of all inlinks,No. of redirect inlinks,First found at
0,http://westmountfundamentals.com/,,,false,301,0,https://westmountfundamentals.com/,200,https://westmountfundamentals.com/,200,false,1,1,
0,https://www.westmountfundamentals.com/,,text/html,false,301,0,https://westmountfundamentals.com/,200,https://westmountfundamentals.com/,200,false,0,0,
0,http://www.westmountfundamentals.com/,,text/html,false,301,0,http://westmountfundamentals.com/,301,"http://westmountfundamentals.com/
https://westmountfundamentals.com/","301
200",false,0,0,
