PR,URL,Title,Content type,Is rendered page,HTTP status code,H1,Meta description,No. of content words,Page text,Extracted text (raw <body>) (length),Text hash,Organic traffic,Is indexable page
40,https://migratingmammals.com/,Migrating Mammals,text/html; charset=utf-8,false,200,Migrating Mammals,"Migrating Mammals — tools, guides, studies, and resources.",1769,<truncated>,12058,3845005845869913852,0,true
21,https://migratingmammals.com/jet-lag,Jet Lag Calculator & Recovery Plan | Migrating Mammals,text/html; charset=utf-8,false,200,Jet Lag Calculator & Recovery Plan,Calculate your expected jet lag severity and generate a personalized schedule to adjust to your new timezone before you travel.,480,<truncated>,2935,13907646858991195308,0,true
21,https://migratingmammals.com/list-travel-credit-cards,Best Travel Credit Cards (No FX Fees) | Migrating Mammals,text/html; charset=utf-8,false,200,Best Travel Credit Cards (No FX Fees),"A curated comparison of the best travel credit cards with no foreign transaction fees. Compare airport lounges, travel insurance, point multipliers, and more.",898,<truncated>,5647,16102547477132755023,0,true
21,https://migratingmammals.com/currency-converter,Offline Currency Converter | Migrating Mammals,text/html; charset=utf-8,false,200,Offline Currency Converter,Free offline currency converter for 50+ fiat currencies and major cryptocurrencies. Calculate exchange rates instantly in your browser.,238,<truncated>,1558,14625663591832312455,0,true
21,https://migratingmammals.com/travel-checklist,International Travel Checklist | Migrating Mammals,text/html; charset=utf-8,false,200,International Travel Checklist,"A comprehensive pre-departure checklist for international travel. Ensure you have your documents, health items, electronics, and home prepped before you fly.",296,<truncated>,1941,3217012176477841283,0,true
21,https://migratingmammals.com/guide-travel-insurance,Digital Nomad Travel Insurance Guide | Migrating Mammals,text/html; charset=utf-8,false,200,Digital Nomad Travel Insurance Guide,"A comprehensive reference guide comparing travel insurance options for digital nomads: SafetyWing, World Nomads, and Genki.",776,<truncated>,5282,2308026934538615367,0,true
21,https://migratingmammals.com/schengen-calculator,Schengen 90/180 Day Calculator | Migrating Mammals,text/html; charset=utf-8,false,200,Schengen 90/180 Day Calculator,"Free tool to track your days in the Schengen zone. Add trip dates, see remaining days, and get warnings before you overstay the 90/180-day rule.",304,<truncated>,1750,4574723086810428699,0,true
21,https://migratingmammals.com/list-nomad-cities,Best Cities for Digital Nomads in 2025 | Migrating Mammals,text/html; charset=utf-8,false,200,Best Cities for Digital Nomads in 2025,"Top digital nomad cities ranked by cost, internet, community, safety, and visa options. Compare Chiang Mai, Lisbon, Medellín, Bali, and more.",224,<truncated>,1467,3312665996123332726,0,true
20,https://migratingmammals.com/power-adapter,Travel Power Adapter Guide & Calculator | Migrating Mammals,text/html; charset=utf-8,false,200,Travel Power Adapter Guide & Calculator,"Check plug types, voltage, and frequency by country. Instantly know if you need a travel power adapter or voltage converter for your next trip.",279,<truncated>,1763,1037997173355318808,0,true
