PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect chain URLs,Redirect chain URLs codes,No. of redirect chain URLs,Redirect URL,Redirect URL code,No. of redirect inlinks,No. of all inlinks,First found at
0,http://www.siliconbased.dev/,,text/html,false,301,0,"http://siliconbased.dev/
https://siliconbased.dev/","301
200",2,http://siliconbased.dev/,301,0,0,
