PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Internal outlinks to 4xx,Internal outlinks codes (4xx),Internal outlinks to 5xx,Internal outlinks codes (5xx),No. of internal outlinks to 4xx,No. of internal outlinks to 5xx,External outlinks to 4xx,External outlinks codes (4xx),External outlinks to 5xx,External outlinks codes (5xx),No. of external outlinks to 4xx,No. of external outlinks to 5xx
0,https://thenookienook.com/love-language-list,The Complete Love Language List Explained,text/html; charset=utf-8,false,200,0,1,"https://thenookienook.com/sites/siliconbased/fidget-spinner
https://thenookienook.com/sites/siliconbased/love-language-list
https://thenookienook.com/sites/siliconbased/truth-finder","404
404
404",,,3,0,,,,,0,0
