PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Is indexable page,No. of all inlinks,First found at
0,https://westmountfundamentals.com/mortgage-calculator,,text/html; charset=utf-8,false,404,0,1,false,1,https://westmountfundamentals.com/home-equity-calculator
0,https://westmountfundamentals.com/what-is-a-trading-simulator,,text/html; charset=utf-8,false,404,0,1,false,1,https://westmountfundamentals.com/trading-simulator
