Link type,Is nofollow,Source URL,Source HTTP status code,Target URL,Target HTTP status code,Anchor,Target final redirect URL,Target final redirect HTTP status code,Is source canonical,Is source noindex,Is link internal
Href link,false,https://westmountfundamentals.com/home-equity-calculator,200,https://westmountfundamentals.com/mortgage-calculator,404,mortgage calculator,,,true,false,true
Href link,false,https://westmountfundamentals.com/trading-simulator,200,https://westmountfundamentals.com/what-is-a-trading-simulator,404,paper trading account,,,true,false,true
