PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect chain URLs,Redirect chain URLs codes,No. of redirect chain URLs,Redirect URL,Redirect URL code,No. of redirect inlinks,No. of all inlinks,First found at
0,http://www.leeroyjenkins.quest/,,text/html,false,301,0,"http://leeroyjenkins.quest/
https://leeroyjenkins.quest/","301
200",2,http://leeroyjenkins.quest/,301,0,0,
