PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Redirect URL,Redirect URL code,Redirect chain URLs,Redirect chain URLs codes,Is redirect loop,No. of all inlinks,No. of redirect inlinks,First found at
0,http://www.leeroyjenkins.quest/,,text/html,false,301,0,http://leeroyjenkins.quest/,301,"http://leeroyjenkins.quest/
https://leeroyjenkins.quest/","301
200",false,0,0,
0,http://leeroyjenkins.quest/,,,false,301,0,https://leeroyjenkins.quest/,200,https://leeroyjenkins.quest/,200,false,1,1,
0,https://www.leeroyjenkins.quest/,,text/html,false,301,0,https://leeroyjenkins.quest/,200,https://leeroyjenkins.quest/,200,false,0,0,
